date,open,high,low,close
24/2/2020,115.2,115.29,115.02,115.14
25/2/2020,115.11,115.71,115.0801,115.46
26/2/2020,115.21,115.79,115.085,115.4
27/2/2020,116.14,116.34,115.58,115.96
28/2/2020,116.89,117.45,116.76,117.26
2/3/2020,117.55,117.94,116.97,117.04
3/3/2020,117.16,119.29,117.03,118.4
4/3/2020,118.57,118.91,118.05,118.14
5/3/2020,119,119.32,118.92,119.19
6/3/2020,120.98,121.31,120.09,120.4
9/3/2020,123.25,123.41,121.45,121.48
10/3/2020,120.88,121.76,119.25,119.25
11/3/2020,120.27,120.59,117.6,118.06
12/3/2020,120.15,120.77,114.4,118.12
13/3/2020,117.8,118.98,117.0106,117.35
16/3/2020,120.03,120.68,119,120.45
17/3/2020,119.91,120.29,117.42,117.43
18/3/2020,116.6,117.799,115.34,115.8
19/3/2020,116.14,117.63,115.92,116.18
20/3/2020,117.64,119.88,117.41,119.14
23/3/2020,119.45,121.06,119.45,120.55
24/3/2020,119.52,119.97,119.26,119.73
25/3/2020,119.76,120.26,119.4,119.8
26/3/2020,120.19,120.5,119.91,120.09
27/3/2020,120.81,121.39,120.675,120.98
30/3/2020,121.79,122.09,121.18,121.26
31/3/2020,121.45,121.81,121.31,121.48
1/4/2020,122.13,122.26,121.73,121.83
2/4/2020,122.17,122.22,121.6722,121.85
3/4/2020,122.04,122.29,121.82,121.94
6/4/2020,121.53,121.6,121.28,121.39
7/4/2020,120.55,120.89,120.27,120.85
8/4/2020,120.6,120.867,120.455,120.7
9/4/2020,120.64,121.11,120.53,120.96
13/4/2020,120.85,121.015,120.67,120.7
14/4/2020,120.84,121.05,120.8,120.86
15/4/2020,121.52,122.03,121.48,121.94
16/4/2020,122.11,122.25,121.9902,122.07
17/4/2020,121.97,122.3,121.64,121.75
20/4/2020,121.98,122.08,121.793,122.07
21/4/2020,122.57,122.69,122.3,122.41
22/4/2020,122.13,122.245,121.805,122.03
23/4/2020,121.97,122.1419,121.865,122.11
24/4/2020,121.89,122.15,121.88,122.14
27/4/2020,121.85,121.88,121.46,121.49
28/4/2020,121.75,122.085,121.74,122.02
29/4/2020,122.03,122.21,121.712,121.96
30/4/2020,122.045,122.26,121.67,121.67
1/5/2020,121.79,121.91,121.57,121.71
4/5/2020,121.68,121.82,121.55,121.73
5/5/2020,121.45,121.68,121.37,121.64
6/5/2020,120.99,121.28,120.85,121.19
7/5/2020,121.3,121.98,121.26,121.93
8/5/2020,121.62,121.98,121.44,121.53
11/5/2020,121.51,121.575,121.085,121.19
12/5/2020,121.13,121.63,121.11,121.59
13/5/2020,121.74,121.985,121.65,121.84
14/5/2020,122.05,122.21,121.98,122.03
15/5/2020,122.2,122.229,121.86,121.95
18/5/2020,121.66,121.67,121.06,121.2
19/5/2020,121.17,121.56,121.17,121.54
20/5/2020,121.37,121.71,121.28,121.57
21/5/2020,121.69,121.85,121.598,121.65
22/5/2020,121.71,121.88,121.69,121.88
26/5/2020,121.5,121.63,121.3914,121.56
27/5/2020,121.49,121.84,121.48,121.66
28/5/2020,121.44,121.61,121.3737,121.55
29/5/2020,121.75,121.99,121.63,121.94
